level 5
#{{l|ja|こらえる}} -to bear,to stand,to endure,to put up with
#{{l|ja|娯楽}}, {{l|ja|ごらく}} -pleasure,amusement
#{{l|ja|御覧}}, {{l|ja|ごらん}} -(hon) look,inspection,try
#{{l|ja|コレクション}} -(1) collection,(2) correction
#{{l|ja|転がす}}, {{l|ja|ころがす}} -to roll
#{{l|ja|転がる}}, {{l|ja|ころがる}} -to roll,to tumble
#{{l|ja|紺}}, {{l|ja|こん}} -navy blue,deep blue
#{{l|ja|コンクール}} -contest (fr: concours)
#{{l|ja|コンクリート}} -concrete
#{{l|ja|混合}}, {{l|ja|こんごう}} -mixing,mixture
#{{l|ja|コンセント}} -(1) consent,(2) concentric
#{{l|ja|献立}}, {{l|ja|こんだて}} -menu,program,schedule
#{{l|ja|こんばんは}} -good evening
#{{l|ja|サークル}} -circle,sports club (i.e. at a company)
#{{l|ja|在学}}, {{l|ja|ざいがく}} -(enrolled) in school
#{{l|ja|再三}}, {{l|ja|さいさん}} -again and again,repeatedly
#{{l|ja|祭日}}, {{l|ja|さいじつ}} -national holiday,festival day
#{{l|ja|催促}}, {{l|ja|さいそく}} -request,demand,claim,urge (action),press for
#{{l|ja|採点}}, {{l|ja|さいてん}} -marking,grading,looking over
#{{l|ja|災難}}, {{l|ja|さいなん}} -calamity,misfortune
#{{l|ja|裁縫}}, {{l|ja|さいほう}} -sewing
#{{l|ja|材木}}, {{l|ja|ざいもく}} -lumber,timber
#{{l|ja|サイレン}} -siren
#{{l|ja|逆さ}}, {{l|ja|さかさ}} -reverse,inversion,upside down
#{{l|ja|逆様}}, {{l|ja|さかさま}} -inversion,upside down
#{{l|ja|捜す}}, {{l|ja|さがす}} -to search,to seek,to look for
#{{l|ja|遡る}}, {{l|ja|さかのぼる}} -to go back,to go upstream,to make retroactive
#{{l|ja|酒場}}, {{l|ja|さかば}} -bar,bar-room
#{{l|ja|さきおととい}} -two days before yesterday
#{{l|ja|先程}}, {{l|ja|さきほど}} -some time ago
#{{l|ja|裂く}}, {{l|ja|さく}} -to tear,to split
#{{l|ja|索引}}, {{l|ja|さくいん}} -index,indices
#{{l|ja|作者}}, {{l|ja|さくしゃ}} -author,authoress
#{{l|ja|削除}}, {{l|ja|さくじょ}} -elimination,cancellation,deletion,erasure
#{{l|ja|作成}}, {{l|ja|さくせい}} -frame,draw up,make,producing
#{{l|ja|作製}}, {{l|ja|さくせい}} -manufacture
#{{l|ja|探る}}, {{l|ja|さぐる}} -to search,to look for,to sound out
#{{l|ja|囁く}}, {{l|ja|ささやく}} -to whisper,to murmur
#{{l|ja|刺さる}}, {{l|ja|ささる}} -to stick,to be stuck
#{{l|ja|匙}}, {{l|ja|さじ}} -spoon
#{{l|ja|座敷}}, {{l|ja|ざしき}} -tatami room
#{{l|ja|差し支え}}, {{l|ja|さしつかえ}} -hindrance,impediment
#{{l|ja|差し引き}}, {{l|ja|さしひき}} -deduction,subtraction,balance,ebb and flow,rise and fall
#{{l|ja|刺身}}, {{l|ja|さしみ}} -sliced raw fish
#{{l|ja|刺す}}, {{l|ja|さす}} -to pierce,to stab,to prick,to thrust
#{{l|ja|挿す}}, {{l|ja|さす}} -to insert,to put in,to graft,to wear in belt
#{{l|ja|注す}}, {{l|ja|さす}} -to pour (drink),to serve (drinks)
#{{l|ja|射す}}, {{l|ja|さす}} -to shine,to strike
#{{l|ja|流石}}, {{l|ja|さすが}} -clever,adept,good,expectations,as one would expect
#{{l|ja|撮影}}, {{l|ja|さつえい}} -photographing
#{{l|ja|雑音}}, {{l|ja|ざつおん}} -noise (jarring, grating)
#{{l|ja|さっさと}} -quickly
#{{l|ja|早速}}, {{l|ja|さっそく}} -at once,immediately,without delay,promptly
#{{l|ja|錆}}, {{l|ja|さび}} -rust (colour)
#{{l|ja|錆びる}}, {{l|ja|さびる}} -to rust,to become rusty
#{{l|ja|座布団}}, {{l|ja|ざぶとん}} -cushion (Japanese)
#{{l|ja|冷ます}}, {{l|ja|さます}} -to cool,to dampen,to let cool
#{{l|ja|妨げる}}, {{l|ja|さまたげる}} -to disturb,to prevent
#{{l|ja|冷める}}, {{l|ja|さめる}} -to become cool,to wear off,to abate,to subside
#{{l|ja|さようなら}} -good-bye
#{{l|ja|再来月}}, {{l|ja|さらいげつ}} -month after next
#{{l|ja|再来週}}, {{l|ja|さらいしゅう}} -week after next
#{{l|ja|再来年}}, {{l|ja|さらいねん}} -year after next
#{{l|ja|サラリーマン}} -salary man,company employee
#{{l|ja|騒がしい}}, {{l|ja|さわがしい}} -noisy
#{{l|ja|さわやか}} -fresh,refreshing,invigorating
#{{l|ja|三角}}, {{l|ja|さんかく}} -triangle,triangular
#{{l|ja|算数}}, {{l|ja|さんすう}} -arithmetic
#{{l|ja|酸性}}, {{l|ja|さんせい}} -acidity
#{{l|ja|産地}}, {{l|ja|さんち}} -producing area
#{{l|ja|サンプル}} -sample
#{{l|ja|山林}}, {{l|ja|さんりん}} -mountain forest,mountains and forest
#{{l|ja|仕上がる}}, {{l|ja|しあがる}} -to be finished
#{{l|ja|しあさって}} -two days after tomorrow
#{{l|ja|シーズン}} -season (sporting)
#{{l|ja|シーツ}} -sheet
#{{l|ja|寺院}}, {{l|ja|じいん}} -temple
#{{l|ja|しいんと}} -silent (as the grave),(deathly) quiet
#{{l|ja|自衛}}, {{l|ja|じえい}} -self-defense
#{{l|ja|塩辛い}}, {{l|ja|しおからい}} -salty (taste)
#{{l|ja|司会}}, {{l|ja|しかい}} -chairmanship
#{{l|ja|四角}}, {{l|ja|しかく}} -square
#{{l|ja|四角い}}, {{l|ja|しかくい}} -square
#{{l|ja|時間割}}, {{l|ja|じかんわり}} -timetable,schedule
#{{l|ja|四季}}, {{l|ja|しき}} -four seasons
#{{l|ja|敷地}}, {{l|ja|しきち}} -site
#{{l|ja|至急}}, {{l|ja|しきゅう}} -urgent,pressing
#{{l|ja|敷く}}, {{l|ja|しく}} -to spread out,to lay out
#{{l|ja|茂る}}, {{l|ja|しげる}} -to grow thick,to luxuriate,to be luxurious
#{{l|ja|持参}}, {{l|ja|じさん}} -bringing,taking,carrying
#{{l|ja|磁石}}, {{l|ja|じしゃく}} -magnet
#{{l|ja|四捨五入}}, {{l|ja|ししゃごにゅう}} -rounding up (fractions)
#{{l|ja|始終}}, {{l|ja|しじゅう}} -continuously,from beginning to end
#{{l|ja|自習}}, {{l|ja|じしゅう}} -self-study
#{{l|ja|静まる}}, {{l|ja|しずまる}} -to quieten down,to calm down,to subside
#{{l|ja|姿勢}}, {{l|ja|しせい}} -attitude,posture
#{{l|ja|自然科学}}, {{l|ja|しぜんかがく}} -natural science
#{{l|ja|時速}}, {{l|ja|じそく}} -speed (per hour)
#{{l|ja|子孫}}, {{l|ja|しそん}} -descendants,posterity,offspring
#{{l|ja|死体}}, {{l|ja|したい}} -corpse
#{{l|ja|下書き}}, {{l|ja|したがき}} -rough copy,draft
#{{l|ja|下町}}, {{l|ja|したまち}} -Shitamachi,lower parts of town
#{{l|ja|自治}}, {{l|ja|じち}} -self-government,autonomy
#{{l|ja|実感}}, {{l|ja|じっかん}} -feelings (actual, true)
#{{l|ja|湿気}}, {{l|ja|しっけ}} -moisture,humidity,dampness
#{{l|ja|湿気}}, {{l|ja|しっき}} -moisture,humidity,dampness
#{{l|ja|しつこい}} -insistent,obstinate
#{{l|ja|実習}}, {{l|ja|じっしゅう}} -practice,training
#{{l|ja|実績}}, {{l|ja|じっせき}} -achievements,actual results
#{{l|ja|湿度}}, {{l|ja|しつど}} -level of humidity
#{{l|ja|執筆}}, {{l|ja|しっぴつ}} -writing
#{{l|ja|実物}}, {{l|ja|じつぶつ}} -real thing,original
#{{l|ja|しっぽ}} -tail (animal)
#{{l|ja|実用}}, {{l|ja|じつよう}} -practical use,utility
#{{l|ja|実力}}, {{l|ja|じつりょく}} -merit,efficiency,arms,force
#{{l|ja|実例}}, {{l|ja|じつれい}} -example,illustration
#{{l|ja|失恋}}, {{l|ja|しつれん}} -disappointed love,broken heart,unrequited love,be lovelorn
#{{l|ja|指定}}, {{l|ja|してい}} -designation,specification,assignment,pointing at
#{{l|ja|私鉄}}, {{l|ja|してつ}} -private railway
#{{l|ja|児童}}, {{l|ja|じどう}} -children,juvenile
#{{l|ja|縛る}}, {{l|ja|しばる}} -to tie,to bind
#{{l|ja|地盤}}, {{l|ja|じばん}} -(the) ground
#{{l|ja|しびれる}} -to become numb,to go to sleep (i.e., a limb)
#{{l|ja|紙幣}}, {{l|ja|しへい}} -paper money,notes,bills
#{{l|ja|しぼむ}} -to wither,to fade (away),to shrivel,to wilt
#{{l|ja|絞る}}, {{l|ja|しぼる}} -to press,to wring,to squeeze
#{{l|ja|縞}}, {{l|ja|しま}} -stripe
#{{l|ja|地味}}, {{l|ja|じみ}} -plain,simple
#{{l|ja|しみじみ}} -keenly,deeply,heartily
#{{l|ja|氏名}}, {{l|ja|しめい}} -full name,identity
#{{l|ja|締切}}, {{l|ja|しめきり}} -closing,cut-off,end,deadline,Closed,No Entrance
#{{l|ja|締め切る}}, {{l|ja|しめきる}} -to shut up
#{{l|ja|湿る}}, {{l|ja|しめる}} -to be wet,to become wet,to be damp
#{{l|ja|ジャーナリスト}} -journalist
#{{l|ja|社会科学}}, {{l|ja|しゃかいかがく}} -social science
#{{l|ja|しゃがむ}} -to squat
#{{l|ja|蛇口}}, {{l|ja|じゃぐち}} -faucet,tap
#{{l|ja|弱点}}, {{l|ja|じゃくてん}} -weak point,weakness
#{{l|ja|車庫}}, {{l|ja|しゃこ}} -garage,car shed
#{{l|ja|車掌}}, {{l|ja|しゃしょう}} -(train) conductor
#{{l|ja|写生}}, {{l|ja|しゃせい}} -sketching,drawing from nature
#{{l|ja|社説}}, {{l|ja|しゃせつ}} -editorial,leading article
#{{l|ja|しゃっくり}} -hiccough,hiccup
#{{l|ja|シャッター}} -shutter
#{{l|ja|しゃぶる}} -to suck,to chew
#{{l|ja|車輪}}, {{l|ja|しゃりん}} -(car) wheel
#{{l|ja|洒落}}, {{l|ja|しゃれ}} -joke,pun,witticism
#{{l|ja|じゃんけん}} -(n) rock-scissors-paper game
#{{l|ja|集会}}, {{l|ja|しゅうかい}} -meeting,assembly
#{{l|ja|住居}}, {{l|ja|じゅうきょ}} -dwelling,house,residence,address
#{{l|ja|集金}}, {{l|ja|しゅうきん}} -money collection
#{{l|ja|集合}}, {{l|ja|しゅうごう}} -gathering,assembly,meeting,set (math)
#{{l|ja|習字}}, {{l|ja|しゅうじ}} -penmanship
#{{l|ja|修繕}}, {{l|ja|しゅうぜん}} -repair,mending
#{{l|ja|重体}}, {{l|ja|じゅうたい}} -seriously ill,serious condition,critical state
#{{l|ja|じゅうたん}} -carpet
#{{l|ja|終点}}, {{l|ja|しゅうてん}} -terminus,last stop (e.g train)
#{{l|ja|重点}}, {{l|ja|じゅうてん}} -important point,lay stress on,colon,emphasis
#{{l|ja|就任}}, {{l|ja|しゅうにん}} -inauguration,assumption of office
#{{l|ja|周辺}}, {{l|ja|しゅうへん}} -circumference,outskirts,environs,(computer) peripheral
#{{l|ja|重役}}, {{l|ja|じゅうやく}} -director,high executive
#{{l|ja|終了}}, {{l|ja|しゅうりょう}} -end,close,termination
#{{l|ja|重量}}, {{l|ja|じゅうりょう}} -(1) weight,(2) heavyweight boxer
#{{l|ja|重力}}, {{l|ja|じゅうりょく}} -gravity
#{{l|ja|熟語}}, {{l|ja|じゅくご}} -idiom,idiomatic phrase,kanji compound
#{{l|ja|祝日}}, {{l|ja|しゅくじつ}} -national holiday
#{{l|ja|縮小}}, {{l|ja|しゅくしょう}} -reduction,curtailment
#{{l|ja|受験}}, {{l|ja|じゅけん}} -taking an examination
#{{l|ja|主語}}, {{l|ja|しゅご}} -(gram) subject
#{{l|ja|出勤}}, {{l|ja|しゅっきん}} -going to work,at work
#{{l|ja|述語}}, {{l|ja|じゅつご}} -predicate
#{{l|ja|出張}}, {{l|ja|しゅっちょう}} -official tour,business trip
#{{l|ja|寿命}}, {{l|ja|じゅみょう}} -life span
#{{l|ja|主役}}, {{l|ja|しゅやく}} -leading part,leading actor (actress)
#{{l|ja|受話器}}, {{l|ja|じゅわき}} -(telephone) receiver
#{{l|ja|循環}}, {{l|ja|じゅんかん}} -circulation,rotation,cycle
#{{l|ja|巡査}}, {{l|ja|じゅんさ}} -police,policeman
#{{l|ja|順々}}, {{l|ja|じゅんじゅん}} -in order,in turn
#{{l|ja|順序}}, {{l|ja|じゅんじょ}} -order,sequence,procedure
#{{l|ja|純情}}, {{l|ja|じゅんじょう}} -pure heart,naivete,self-sacrificing devotion
#{{l|ja|純粋}}, {{l|ja|じゅんすい}} -pure,true,genuine,unmixed
#{{l|ja|消化}}, {{l|ja|しょうか}} -digestion
#{{l|ja|小学生}}, {{l|ja|しょうがくせい}} -grade school student
#{{l|ja|しょうがない}} -
#{{l|ja|将棋}}, {{l|ja|しょうぎ}} -Japanese chess
#{{l|ja|蒸気}}, {{l|ja|じょうき}} -steam,vapour
#{{l|ja|定規}}, {{l|ja|じょうぎ}} -(measuring) ruler
#{{l|ja|上級}}, {{l|ja|じょうきゅう}} -advanced level,high grade,senior
#{{l|ja|商業}}, {{l|ja|しょうぎょう}} -commerce,trade,business
#{{l|ja|消極的}}, {{l|ja|しょうきょくてき}} -passive
#{{l|ja|賞金}}, {{l|ja|しょうきん}} -prize,monetary award
#{{l|ja|上下}}, {{l|ja|じょうげ}} -high and low,up and down,unloading and loading,praising and blaming
#{{l|ja|障子}}, {{l|ja|しょうじ}} -paper sliding door
#{{l|ja|商社}}, {{l|ja|しょうしゃ}} -trading company,firm
#{{l|ja|乗車}}, {{l|ja|じょうしゃ}} -taking a train,entraining
#{{l|ja|上旬}}, {{l|ja|じょうじゅん}} -first 10 days of month
#{{l|ja|生ずる}}, {{l|ja|しょうずる}} -to cause,to arise,to be generated
#{{l|ja|小数}}, {{l|ja|しょうすう}} -fraction (part of),decimal
#{{l|ja|商店}}, {{l|ja|しょうてん}} -shop,business firm
#{{l|ja|焦点}}, {{l|ja|しょうてん}} -focus,point
#{{l|ja|消毒}}, {{l|ja|しょうどく}} -disinfection,sterilization
#{{l|ja|勝敗}}, {{l|ja|しょうはい}} -victory or defeat,issue (of battle)
#{{l|ja|蒸発}}, {{l|ja|じょうはつ}} -evaporation,unexplained disappearance
#{{l|ja|賞品}}, {{l|ja|しょうひん}} -prize,trophy
#{{l|ja|勝負}}, {{l|ja|しょうぶ}} -victory or defeat,match,contest,game,bout
#{{l|ja|小便}}, {{l|ja|しょうべん}} -(col) urine,piss
#{{l|ja|消防署}}, {{l|ja|しょうぼうしょ}} -fire station
#{{l|ja|正味}}, {{l|ja|しょうみ}} -net (weight)
#{{l|ja|正面}}, {{l|ja|しょうめん}} -the front,honesty
#{{l|ja|消耗}}, {{l|ja|しょうもう}} -exhaustion,consumption
#{{l|ja|醤油}}, {{l|ja|しょうゆ}} -soy sauce
#{{l|ja|省略}}, {{l|ja|しょうりゃく}} -omission,abbreviation,abridgment
#{{l|ja|初級}}, {{l|ja|しょきゅう}} -elementary level
#{{l|ja|助教授}}, {{l|ja|じょきょうじゅ}} -assistant professor
#{{l|ja|食塩}}, {{l|ja|しょくえん}} -table salt
#{{l|ja|職人}}, {{l|ja|しょくにん}} -worker,mechanic,artisan,craftsman
#{{l|ja|初旬}}, {{l|ja|しょじゅん}} -first 10 days of the month
#{{l|ja|書籍}}, {{l|ja|しょせき}} -book,publication
#{{l|ja|食器}}, {{l|ja|しょっき}} -tableware
#{{l|ja|ショップ}} -a shop
#{{l|ja|書店}}, {{l|ja|しょてん}} -bookshop
#{{l|ja|書道}}, {{l|ja|しょどう}} -calligraphy
#{{l|ja|白髪}}, {{l|ja|しらが}} -white or grey hair,trendy hair bleaching
#{{l|ja|知合い}}, {{l|ja|しりあい}} -acquaintance
#{{l|ja|シリーズ}} -series
#{{l|ja|私立}}, {{l|ja|しりつ}} -private (establishment)
#{{l|ja|資料}}, {{l|ja|しりょう}} -materials,data
#{{l|ja|汁}}, {{l|ja|しる}} -juice,sap,soup,broth
#{{l|ja|素人}}, {{l|ja|しろうと}} -amateur,novice
#{{l|ja|芯}}, {{l|ja|しん}} -core,heart,wick,marrow
#{{l|ja|新幹線}}, {{l|ja|しんかんせん}} -bullet train (very high speed),shinkansen
#{{l|ja|真空}}, {{l|ja|しんくう}} -vacuum,hollow,empty
#{{l|ja|信ずる}}, {{l|ja|しんずる}} -to believe,to believe in,to place trust in
#{{l|ja|心身}}, {{l|ja|しんしん}} -mind and body
#{{l|ja|申請}}, {{l|ja|しんせい}} -application,request,petition
#{{l|ja|人造}}, {{l|ja|じんぞう}} -man-made,synthetic,artificial
#{{l|ja|寝台}}, {{l|ja|しんだい}} -bed,couch
#{{l|ja|診断}}, {{l|ja|しんだん}} -diagnosis
#{{l|ja|侵入}}, {{l|ja|しんにゅう}} -penetration,invasion,raid,aggression,trespass
#{{l|ja|人文科学}}, {{l|ja|じんぶんかがく}} -social sciences,humanities
#{{l|ja|人命}}, {{l|ja|じんめい}} -(human) life
#{{l|ja|深夜}}, {{l|ja|しんや}} -late at night
#{{l|ja|森林}}, {{l|ja|しんりん}} -forest,woods
#{{l|ja|親類}}, {{l|ja|しんるい}} -relation,kin
#{{l|ja|針路}}, {{l|ja|しんろ}} -course,direction,compass bearing
#{{l|ja|神話}}, {{l|ja|しんわ}} -myth,legend
#{{l|ja|酢}}, {{l|ja|す}} -vinegar
#{{l|ja|水産}}, {{l|ja|すいさん}} -marine products,fisheries
#{{l|ja|炊事}}, {{l|ja|すいじ}} -cooking,culinary arts
#{{l|ja|水蒸気}}, {{l|ja|すいじょうき}} -water vapour,steam
#{{l|ja|水素}}, {{l|ja|すいそ}} -hydrogen
#{{l|ja|垂直}}, {{l|ja|すいちょく}} -vertical,perpendicular
#{{l|ja|推定}}, {{l|ja|すいてい}} -presumption,assumption,estimation
#{{l|ja|水滴}}, {{l|ja|すいてき}} -drop of water
#{{l|ja|水筒}}, {{l|ja|すいとう}} -canteen,flask,water bottle
#{{l|ja|随筆}}, {{l|ja|ずいひつ}} -essays,miscellaneous writings
#{{l|ja|水分}}, {{l|ja|すいぶん}} -moisture
#{{l|ja|水平}}, {{l|ja|すいへい}} -water level,horizon
#{{l|ja|水平線}}, {{l|ja|すいへいせん}} -horizon
#{{l|ja|水曜}}, {{l|ja|すいよう}} -Wednesday
#{{l|ja|ずうずうしい}} -impudent,shameless
#{{l|ja|ずうっと}} -
#{{l|ja|末っ子}}, {{l|ja|すえっこ}} -youngest child
#{{l|ja|スカーフ}} -scarf
#{{l|ja|図鑑}}, {{l|ja|ずかん}} -picture book
#{{l|ja|杉}}, {{l|ja|すぎ}} -Japanese cedar
#{{l|ja|好き嫌い}}, {{l|ja|すききらい}} -likes and dislikes,taste
#{{l|ja|好き好き}}, {{l|ja|すきずき}} -matter of taste
#{{l|ja|透き通る}}, {{l|ja|すきとおる}} -to be(come) transparent
#{{l|ja|隙間}}, {{l|ja|すきま}} -crevice,crack,gap,opening
#{{l|ja|スクール}} -school
#{{l|ja|すくなくとも}} -at least
#{{l|ja|図形}}, {{l|ja|ずけい}} -figure
#{{l|ja|スケジュール}} -schedule
#{{l|ja|鈴}}, {{l|ja|すず}} -bell
#{{l|ja|涼む}}, {{l|ja|すずむ}} -to cool oneself,to cool off,to enjoy evening cool
#{{l|ja|スタート}} -start
#{{l|ja|スチュワーデス}} -stewardess
#{{l|ja|すっきり}} -shapely,clear,neat
#{{l|ja|すっぱい}} -sour,acid
#{{l|ja|ステージ}} -(1) stage,(2) performance
#{{l|ja|棄てる}}, {{l|ja|すてる}} -
#{{l|ja|ストッキング}} -stockings
#{{l|ja|ストップ}} -stop
#{{l|ja|素直}}, {{l|ja|すなお}} -obedient,meek,docile,unaffected
#{{l|ja|頭脳}}, {{l|ja|ずのう}} -head,brains,intellect
#{{l|ja|スピーカー}} -speaker
#{{l|ja|図表}}, {{l|ja|ずひょう}} -chart,diagram,graph
#{{l|ja|スマート}} -smart,stylish,slim
#{{l|ja|住まい}}, {{l|ja|すまい}} -dwelling,house,residence,address
#{{l|ja|すまない}} -sorry (phrase)
#{{l|ja|墨}}, {{l|ja|すみ}} -ink
#{{l|ja|澄む}}, {{l|ja|すむ}} -to clear (e.g. weather),to become transparent
#{{l|ja|清む}}, {{l|ja|すむ}} -
#{{l|ja|相撲}}, {{l|ja|すもう}} -sumo wrestling
#{{l|ja|スライド}} -slide
#{{l|ja|ずらす}} -to put off,to delay
#{{l|ja|ずらり}} -
#{{l|ja|掏摸}}, {{l|ja|すり}} -pickpocket
#{{l|ja|刷る}}, {{l|ja|する}} -to print
#{{l|ja|狡い}}, {{l|ja|ずるい}} -sly,cunning
#{{l|ja|すれちがう}} -to pass by one another,to disagree
#{{l|ja|寸法}}, {{l|ja|すんぽう}} -measurement,size,dimension
#{{l|ja|姓}}, {{l|ja|せい}} -surname,family name
#{{l|ja|税関}}, {{l|ja|ぜいかん}} -customs house
#{{l|ja|製作}}, {{l|ja|せいさく}} -manufacture,production
#{{l|ja|制作}}, {{l|ja|せいさく}} -work (film, book)
#{{l|ja|性質}}, {{l|ja|せいしつ}} -nature,property,disposition
#{{l|ja|清書}}, {{l|ja|せいしょ}} -clean copy
#{{l|ja|青少年}}, {{l|ja|せいしょうねん}} -youth,young person
#{{l|ja|整数}}, {{l|ja|せいすう}} -integer
#{{l|ja|清掃}}, {{l|ja|せいそう}} -cleaning
#{{l|ja|生存}}, {{l|ja|せいぞん}} -existence,being,survival
#{{l|ja|生長}}, {{l|ja|せいちょう}} -growth,increment
#{{l|ja|政党}}, {{l|ja|せいとう}} -(member of) political party
#{{l|ja|生年月日}}, {{l|ja|せいねんがっぴ}} -birth date
#{{l|ja|性能}}, {{l|ja|せいのう}} -ability,efficiency
#{{l|ja|整備}}, {{l|ja|せいび}} -adjustment,completion,consolidation
#{{l|ja|成分}}, {{l|ja|せいぶん}} -ingredient,component,composition
#{{l|ja|性別}}, {{l|ja|せいべつ}} -distinction by sex,sex,gender
#{{l|ja|正方形}}, {{l|ja|せいほうけい}} -square
#{{l|ja|正門}}, {{l|ja|せいもん}} -main gate,main entrance
#{{l|ja|成立}}, {{l|ja|せいりつ}} -coming into existence,arrangements,establishment,completion
#{{l|ja|西暦}}, {{l|ja|せいれき}} -Christian Era,anno domini (A.D.)
#{{l|ja|背負う}}, {{l|ja|せおう}} -to be burdened with,to carry on back or shoulder
#{{l|ja|赤道}}, {{l|ja|せきどう}} -equator
#{{l|ja|折角}}, {{l|ja|せっかく}} -with trouble,at great pains,long-awaited
#{{l|ja|接近}}, {{l|ja|せっきん}} -getting closer,drawing nearer,approaching
#{{l|ja|石鹸}}, {{l|ja|せっけん}} -soap
#{{l|ja|接する}}, {{l|ja|せっする}} -to come in contact with,to connect,to attend,to receive
#{{l|ja|せっせと}} -
#{{l|ja|接続}}, {{l|ja|せつぞく}} -(1) connection,union,join,link,(2) changing trains
#{{l|ja|瀬戸物}}, {{l|ja|せともの}} -earthenware,crockery,china
#{{l|ja|ぜひとも}} -by all means (with sense of not taking no for an answer)
#{{l|ja|迫る}}, {{l|ja|せまる}} -to draw near,to press
#{{l|ja|ゼミ}} -(n) seminar
#{{l|ja|せめて}} -offense,method of attack
#{{l|ja|攻める}}, {{l|ja|せめる}} -to attack,to assault
#{{l|ja|セメント}} -cement
#{{l|ja|栓}}, {{l|ja|せん}} -stopper,cork,stopcock
#{{l|ja|前後}}, {{l|ja|ぜんご}} -around,throughout,front and back,before and behind,before and after
#{{l|ja|洗剤}}, {{l|ja|せんざい}} -detergent,washing material
#{{l|ja|全集}}, {{l|ja|ぜんしゅう}} -complete works
#{{l|ja|全身}}, {{l|ja|ぜんしん}} -the whole body,full-length (portrait)
#{{l|ja|扇子}}, {{l|ja|せんす}} -folding fan
#{{l|ja|専制}}, {{l|ja|せんせい}} -despotism,autocracy
#{{l|ja|先々月}}, {{l|ja|せんせんげつ}} -month before last
#{{l|ja|先々週}}, {{l|ja|せんせんしゅう}} -
#{{l|ja|先祖}}, {{l|ja|せんぞ}} -ancestor
#{{l|ja|先端}}, {{l|ja|せんたん}} -pointed end,tip,fine point
#{{l|ja|センチ}} -centimeter,centi-,10^-2
#{{l|ja|宣伝}}, {{l|ja|せんでん}} -propaganda,publicity
#{{l|ja|先頭}}, {{l|ja|せんとう}} -head,lead,vanguard,first
#{{l|ja|全般}}, {{l|ja|ぜんぱん}} -(the) whole,universal,wholly,general
#{{l|ja|扇風機}}, {{l|ja|せんぷうき}} -electric fan
#{{l|ja|線路}}, {{l|ja|せんろ}} -line,track,roadbed
#{{l|ja|相違}}, {{l|ja|そうい}} -difference,discrepancy,variation
#{{l|ja|そういえば}} -which reminds me ..
#{{l|ja|雑巾}}, {{l|ja|ぞうきん}} -house-cloth,dust cloth
#{{l|ja|増減}}, {{l|ja|ぞうげん}} -increase and decrease,fluctuation
#{{l|ja|倉庫}}, {{l|ja|そうこ}} -storehouse,warehouse,godown
#{{l|ja|相互}}, {{l|ja|そうご}} -mutual,reciprocal
#{{l|ja|創作}}, {{l|ja|そうさく}} -production,literary creation,work
#{{l|ja|葬式}}, {{l|ja|そうしき}} -funeral
#{{l|ja|そうして}} -and,like that
#{{l|ja|造船}}, {{l|ja|ぞうせん}} -shipbuilding
#{{l|ja|騒々しい}}, {{l|ja|そうぞうしい}} -noisy,boisterous
#{{l|ja|増大}}, {{l|ja|ぞうだい}} -enlargement
#{{l|ja|そうっと}} -
#{{l|ja|送別}}, {{l|ja|そうべつ}} -farewell,send-off
#{{l|ja|草履}}, {{l|ja|ぞうり}} -zoori (Japanese footwear),sandals
#{{l|ja|総理大臣}}, {{l|ja|そうりだいじん}} -Prime Minister
#{{l|ja|送料}}, {{l|ja|そうりょう}} -postage,carriage
#{{l|ja|属する}}, {{l|ja|ぞくする}} -to belong to,to come under,to be affiliated with,to be subject to
#{{l|ja|続々}}, {{l|ja|ぞくぞく}} -successively,one after another
#{{l|ja|速達}}, {{l|ja|そくたつ}} -express,special delivery
#{{l|ja|測定}}, {{l|ja|そくてい}} -measurement
#{{l|ja|測量}}, {{l|ja|そくりょう}} -measurement,surveying
#{{l|ja|速力}}, {{l|ja|そくりょく}} -speed
#{{l|ja|素質}}, {{l|ja|そしつ}} -character,qualities,genius
#{{l|ja|祖先}}, {{l|ja|そせん}} -ancestor
#{{l|ja|そそっかしい}} -careless,thoughtless
#{{l|ja|卒直}}, {{l|ja|そっちょく}} -frankness,candour,openheartedness
#{{l|ja|具える}}, {{l|ja|そなえる}} -to be furnished with
#{{l|ja|そのうえ}} -in addition,furthermore
#{{l|ja|そのころ}} -
#{{l|ja|そのため}} -hence,for that reason
#{{l|ja|そのほか}} -otherwise
#{{l|ja|蕎麦}}, {{l|ja|そば}} -soba (buckwheat noodles)
#{{l|ja|剃る}}, {{l|ja|そる}} -to shave
#{{l|ja|それなのに}} -
#{{l|ja|逸れる}}, {{l|ja|それる}} -to stray (turn) from subject,to get lost,to go astray
#{{l|ja|揃う}}, {{l|ja|そろう}} -to become complete,to be equal,to be all present,to gather
#{{l|ja|揃える}}, {{l|ja|そろえる}} -to put things in order,to arrange,to make uniform,to get something ready
#{{l|ja|算盤}}, {{l|ja|そろばん}} -abacus
#{{l|ja|存じる}}, {{l|ja|ぞんじる}} -(hum) to know
#{{l|ja|存ずる}}, {{l|ja|ぞんずる}} -
#{{l|ja|損得}}, {{l|ja|そんとく}} -loss and gain,advantage and disadvantage
#{{l|ja|田ぼ}}, {{l|ja|たんぼ}} -paddy field,farm
#{{l|ja|だいいち}} -first,foremost,# 1
#{{l|ja|退院}}, {{l|ja|たいいん}} -leaving hospital
#{{l|ja|大学院}}, {{l|ja|だいがくいん}} -graduate school
